pygame 2.3.0 (SDL 2.24.2, Python 3.10.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Number of generations: 23
Real time spent: 4.15018s
CPU time spent: 4.15012s
Number of fitness evaluations: 2191
Best fitness: 6.532679501993809
         2576315 function calls (2478219 primitive calls) in 8.656 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        8    0.000    0.000    0.000    0.000 values.py:1104(__str__)
       16    0.000    0.000    0.000    0.000 functools.py:89(_gt_from_lt)
        2    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.000    0.000 config.py:46(_os_supports_avx)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       57    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
      167    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 __init__.py:495(_get_xdg_cache_dir)
        4    0.000    0.000    0.000    0.000 builder.py:160(wrapped)
       40    0.000    0.000    0.000    0.000 compiler_machinery.py:436(_does_pass_name_alias)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:1(<module>)
       31    0.000    0.000    0.000    0.000 overload_glue.py:267(add_no_defer)
      162    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        4    0.000    0.000    0.000    0.000 module.py:248(_dispose)
        3    0.000    0.000    0.000    0.000 codegen.py:975(get_pointer_to_function)
        3    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
        1    0.000    0.000    0.000    0.000 ssa.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:1844(set_name)
       30    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      108    0.000    0.000    0.000    0.000 _docscrape.py:429(_str_indent)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
        1    0.000    0.000    0.000    0.000 npydecl.py:346(<listcomp>)
        3    0.000    0.000    0.000    0.000 passmanagers.py:181(add_refprune_pass)
      127    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 module.py:237(_dispose)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
       19    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2952(_Mode)
      173    0.000    0.000    0.000    0.000 ffi.py:129(__init__)
        2    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 npydecl.py:347(<listcomp>)
        9    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:245(DivMod)
       11    0.000    0.000    0.000    0.000 values.py:781(__init__)
        6    0.000    0.000    0.000    0.000 cursors.py:57(__init__)
        4    0.000    0.000    0.000    0.000 polynomial.py:1226(__init__)
      165    0.000    0.000    0.000    0.000 _utils.py:13(is_used)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6520(refer_to_array_attribute)
       28    0.000    0.000    0.000    0.000 values.py:871(__iter__)
        1    0.000    0.000    0.000    0.000 targets.py:46(get_host_cpu_features)
      161    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:191(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:273(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:1(<module>)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
        1    0.000    0.000    0.000    0.000 ParentSelection.py:9(ParentSelMethod)
       11    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       12    0.000    0.000    0.000    0.000 re.py:324(_subx)
        1    0.000    0.000    0.000    0.000 transforms.py:90(_populate_function_pm)
        2    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 argparse.py:1443(add_argument_group)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.000    0.000 Image.py:197(Dither)
       42    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 builtins.py:41(Abs)
      165    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 builtins.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:243(_mkstemp_inner)
        5    0.000    0.000    0.000    0.000 _bunch.py:6(_validate_names)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
       51    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.000    0.000 Image.py:210(Quantize)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1723(_MathStyle)
       44    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
       20    0.000    0.000    0.000    0.000 builtins.py:141(choose_result_bitwidth)
        3    0.000    0.000    0.000    0.000 base.py:454(insert_unique_const)
        2    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       23    0.000    0.000    0.000    0.000 Search.py:100(get_progress)
        1    0.000    0.000    0.000    0.000 callconv.py:462(_return_errcode_raw)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:86(Tokenizer)
        6    0.000    0.000    0.000    0.000 builder.py:248(append_basic_block)
       14    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 builtins.py:393(UnaryNot)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      150    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        3    0.000    0.000    0.000    0.000 codegen.py:32(_parse_refprune_flags)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:129(_path_from_reader)
      138    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 module.py:167(link_in)
        1    0.000    0.000    0.000    0.000 __init__.py:3302(_initialize)
        2    0.000    0.000    0.000    0.000 argparse.py:1620(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:446(Quiver)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        3    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        3    0.000    0.000    0.000    0.000 module.py:124(name)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
      109    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
       36    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:300(RefType)
        5    0.000    0.000    0.000    0.000 shutil.py:1378(get_terminal_size)
        3    0.000    0.000    0.000    0.000 locale.py:362(_replace_encoding)
      148    0.000    0.000    0.000    0.000 core.py:772(postParse)
        1    0.000    0.000    0.000    0.000 pydoc.py:1809(Helper)
        2    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:613(Shadow)
        9    0.000    0.000    0.000    0.000 instructions.py:213(descr)
        3    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
       13    0.000    0.000    0.000    0.000 builder.py:357(_set_terminator)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 OperatorMeta.py:9(MetaOpMethods)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:23(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:339(MollweideAxes)
      152    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      129    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       61    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 linker.py:5(link_modules)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
      127    0.000    0.000    0.000    0.000 core.py:1868(streamline)
        3    0.000    0.000    0.000    0.000 targets.py:268(add_analysis_passes)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        3    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:276(reload_library)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 __init__.py:566(get_data_path)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:24(<dictcomp>)
        3    0.000    0.000    0.000    0.000 cgutils.py:957(global_constant)
        1    0.000    0.000    0.000    0.000 backend_bases.py:757(GraphicsContextBase)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
      138    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 withcontexts.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.000    0.000 base.py:954(get_python_api)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:1064(JitEngine)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       41    0.000    0.000    0.000    0.000 value.py:81(__init__)
       42    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
        2    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:409(LambertAxes)
      131    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       41    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        4    0.000    0.000    0.000    0.000 instructions.py:325(__init__)
        1    0.000    0.000    0.000    0.000 executionengine.py:12(create_mcjit_compiler)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        3    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
        4    0.000    0.000    0.000    0.000 instructions.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 pythonapi.py:167(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1876(Affine2D)
        1    0.000    0.000    0.000    0.000 Image.py:3031(fromarray)
       42    0.000    0.000    0.000    0.000 builder.py:351(_insert)
       16    0.000    0.000    0.000    0.000 __init__.py:3225(_find_adapter)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       14    0.000    0.000    0.000    0.000 functions.py:524(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:569(create_ir_module)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 OperatorMeta.py:31(OperatorMeta)
        3    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffAxes)
        6    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        7    0.000    0.000    0.000    0.000 values.py:452(_to_string)
        6    0.000    0.000    0.000    0.000 typeof.py:32(typeof)
        3    0.000    0.000    0.000    0.000 builder.py:834(cbranch)
       15    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:99(GArray)
       43    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extending.py:573(is_jitted)
        3    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        1    0.000    0.000    0.000    0.000 targets.py:219(create_target_machine)
       12    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:32(initialize_native_target)
